,y,y.donor.oriented,i_ID,j_ID,ij_dyad_ID,k_ID,l_ID,kl_dyad_ID,il_ID,jk_ID,i_age,j_age,i_sex,j_sex,i_bmi,j_bmi,i_skin,j_skin,k_wealth,l_wealth,ij_god_relation,ij_deg_r,ij_affinal_r,kl_avg_interhouse_R,kl_sd_interhouse_R,kl_distance,kl_affair,i_avg_community_r,j_avg_community_r
509,0,NA,85,84,5479,27,26,502,2714,2683,28,54,M,F,24.40647114,25.2999164,43.4,59.7,0.372609999,0.31169,0,0.0078125,0.078125,0.023203125,0.017286995,206.4097866,ref,0.014817804,0.122794626
8672,NA,0,84,85,5479,26,27,502,2683,2714,54,28,F,M,25.2999164,24.40647114,59.7,43.4,0.31169,0.372609999,0,0.0078125,0.078125,0.023203125,0.017286995,206.4097866,ref,0.122794626,0.014817804
8749,0,1,84,86,5480,26,28,503,2684,2746,54,65,F,M,25.2999164,21.36859137,59.7,54.4,0.31169,0.739500001,0,0,0.09375,0.0171875,0.028659358,101.8430165,ref,0.122794626,0.010493542
8856,1,0,86,84,5480,28,26,503,2746,2684,65,54,M,F,21.36859137,25.2999164,54.4,59.7,0.739500001,0.31169,0,0,0.09375,0.0171875,0.028659358,101.8430165,ref,0.010493542,0.122794626
8750,0,0,84,87,5481,26,15,369,2671,2778,54,48,F,F,25.2999164,32.20024674,59.7,60.9,0.31169,0.323029999,0,0,0,0.009166667,0.038021894,161.9876539,ref,0.122794626,0.021996079
8963,0,0,87,84,5481,15,26,369,2778,2671,48,54,F,F,32.20024674,25.2999164,60.9,59.7,0.323029999,0.31169,0,0,0,0.009166667,0.038021894,161.9876539,ref,0.021996079,0.122794626
8751,1,0,84,88,5482,26,18,417,2674,2810,54,52,F,F,25.2999164,22.57777778,59.7,45.3,0.31169,0.402529998,0,0,0.15625,0.033761161,0.027705581,376.2685211,ref,0.122794626,0.034132841
9070,0,0,88,84,5482,18,26,417,2810,2674,52,54,F,F,22.57777778,25.2999164,45.3,59.7,0.402529998,0.31169,0,0,0.15625,0.033761161,0.027705581,376.2685211,ref,0.034132841,0.122794626
8752,0,0,84,89,5483,26,13,332,2669,2842,54,20,F,M,25.2999164,22.16573193,59.7,44.3,0.31169,0.18418,0,0,0,0.0275,0.062064811,291.6779045,ref,0.122794626,0.018334871
9177,1,1,89,84,5483,13,26,332,2842,2669,20,54,M,F,22.16573193,25.2999164,44.3,59.7,0.18418,0.31169,0,0,0,0.0275,0.062064811,291.6779045,ref,0.018334871,0.122794626
8753,0,0,84,90,5484,26,12,312,2668,2874,54,29,F,F,25.2999164,25.5426795,59.7,48.3,0.31169,0.566839998,0,0,0.15625,0.04296875,0.029620607,626.0383375,ref,0.122794626,0.020698801
9284,0,0,90,84,5484,12,26,312,2874,2668,29,54,F,F,25.5426795,25.2999164,48.3,59.7,0.566839998,0.31169,0,0,0.15625,0.04296875,0.029620607,626.0383375,ref,0.020698801,0.122794626
8754,0,0,84,91,5485,26,6,171,2662,2906,54,40,F,M,25.2999164,23.44558645,59.7,47.7,0.31169,0.24648,0,0,0.03125,0.012276786,0.012538102,173.9540169,ref,0.122794626,0.001845018
9391,1,0,91,84,5485,6,26,171,2906,2662,40,54,M,F,23.44558645,25.2999164,47.7,59.7,0.24648,0.31169,0,0,0.03125,0.012276786,0.012538102,173.9540169,ref,0.001845018,0.122794626
8755,0,0,84,92,5486,26,29,504,2685,2938,54,26,F,M,25.2999164,22.0585864,59.7,50.9,0.31169,0.1442,0,0.25,0,0.073046875,0.053023185,311.5204648,ref,0.122794626,0.070968346
9498,0,1,92,84,5486,29,26,504,2938,2685,26,54,M,F,22.0585864,25.2999164,50.9,59.7,0.1442,0.31169,0,0.25,0,0.073046875,0.053023185,311.5204648,ref,0.070968346,0.122794626
8756,0,0,84,93,5487,26,30,505,2686,2970,54,31,F,M,25.2999164,22.61451166,59.7,47.3,0.31169,0.566279999,0,0.25,0,0.093014706,0.084209006,118.4736258,ref,0.122794626,0.07362056
9605,0,0,93,84,5487,30,26,505,2970,2686,31,54,M,F,22.61451166,25.2999164,47.3,59.7,0.566279999,0.31169,0,0.25,0,0.093014706,0.084209006,118.4736258,ref,0.07362056,0.122794626
8757,NA,0,84,94,5488,26,9,246,2665,3002,54,19,F,F,25.2999164,24.68153722,59.7,44.8,0.31169,1.118810005,0,0.25,0,0.126923077,0.086799112,67.26812024,ref,0.122794626,0.075898005
9712,1,NA,94,84,5488,9,26,246,3002,2665,19,54,F,F,24.68153722,25.2999164,44.8,59.7,1.118810005,0.31169,0,0.25,0,0.126923077,0.086799112,67.26812024,ref,0.075898005,0.122794626
8772,1,1,84,95,5489,26,22,467,2678,3034,54,18,F,F,25.2999164,22.04278285,59.7,45.7,0.31169,0.17186,0,0.015625,0,0.007672991,0.005626618,239.8416144,ref,0.122794626,0.040864276
11317,0,1,95,84,5489,22,26,467,3034,2678,18,54,F,F,22.04278285,25.2999164,45.7,59.7,0.17186,0.31169,0,0.015625,0,0.007672991,0.005626618,239.8416144,ref,0.040864276,0.122794626
8758,1,1,84,96,5490,26,32,507,2688,3066,54,33,F,F,25.2999164,22.6849514,59.7,50.5,0.31169,0.321590001,0,0,0.5,0.1203125,0.093807362,57.03507693,ref,0.122794626,0.017758303
9819,1,0,96,84,5490,32,26,507,3066,2688,33,54,F,F,22.6849514,25.2999164,50.5,59.7,0.321590001,0.31169,0,0,0.5,0.1203125,0.093807362,57.03507693,ref,0.017758303,0.122794626
8759,0,0,84,97,5491,26,29,504,2685,3098,54,22,F,F,25.2999164,22.18072745,59.7,46.4,0.31169,0.1442,0,0.015625,0.25,0.073046875,0.053023185,311.5204648,ref,0.122794626,0.043631804
9926,0,0,97,84,5491,29,26,504,3098,2685,22,54,F,F,22.18072745,25.2999164,46.4,59.7,0.1442,0.31169,0,0.015625,0.25,0.073046875,0.053023185,311.5204648,ref,0.043631804,0.122794626
8760,0,1,84,98,5492,26,3,87,2659,3130,54,45,F,F,25.2999164,26.75921734,59.7,54.9,0.31169,0.18203,0,0.5,0,0.132954545,0.08944963,89.96110271,ref,0.122794626,0.120488353
10033,1,1,98,84,5492,3,26,87,3130,2659,45,54,F,F,26.75921734,25.2999164,54.9,59.7,0.18203,0.31169,0,0.5,0,0.132954545,0.08944963,89.96110271,ref,0.120488353,0.122794626
8761,0,1,84,99,5493,26,30,505,2686,3162,54,64,F,M,25.2999164,21.1079069,59.7,55.1,0.31169,0.566279999,1,0,0.5,0.093014706,0.084209006,118.4736258,ref,0.122794626,0.018219557
10140,1,0,99,84,5493,30,26,505,3162,2686,64,54,M,F,21.1079069,25.2999164,55.1,59.7,0.566279999,0.31169,1,0,0.5,0.093014706,0.084209006,118.4736258,ref,0.018219557,0.122794626
295,0,1,100,84,5494,1,26,26,3194,2657,24,54,M,F,26.92256151,25.2999164,52.1,59.7,0.19701,0.31169,0,0.25,0,0.11875,0.096112215,182.8004376,ref,0.059552295,0.122794626
8670,0,0,84,100,5494,26,1,26,2657,3194,54,24,F,M,25.2999164,26.92256151,59.7,52.1,0.31169,0.19701,0,0.25,0,0.11875,0.096112215,182.8004376,ref,0.122794626,0.059552295
8773,0,0,84,101,5495,26,22,467,2678,3226,54,25,F,M,25.2999164,19.82173467,59.7,52.1,0.31169,0.17186,0,0,0.015625,0.007672991,0.005626618,239.8416144,ref,0.122794626,0.002998155
11424,0,0,101,84,5495,22,26,467,3226,2678,25,54,M,F,19.82173467,25.2999164,52.1,59.7,0.17186,0.31169,0,0,0.015625,0.007672991,0.005626618,239.8416144,ref,0.002998155,0.122794626
8763,1,0,84,102,5496,26,18,417,2674,3258,54,20,F,F,25.2999164,23.46388316,59.7,44.9,0.31169,0.402529998,0,0.078125,0,0.033761161,0.027705581,376.2685211,ref,0.122794626,0.073454797
10354,0,1,102,84,5496,18,26,417,3258,2674,20,54,F,F,23.46388316,25.2999164,44.9,59.7,0.402529998,0.31169,0,0.078125,0,0.033761161,0.027705581,376.2685211,ref,0.073454797,0.122794626
5538,0,0,103,84,5497,31,26,506,3290,2687,33,54,M,F,23.48579692,25.2999164,45.6,59.7,1.652060002,0.31169,0,0.15625,0,0.054785156,0.048776916,50.15974482,ref,0.100322878,0.122794626
8719,0,0,84,103,5497,26,31,506,2687,3290,54,33,F,M,25.2999164,23.48579692,59.7,45.6,0.31169,1.652060002,0,0.15625,0,0.054785156,0.048776916,50.15974482,ref,0.122794626,0.100322878
8764,1,0,84,104,5498,26,18,417,2674,3322,54,25,F,M,25.2999164,21.67940081,59.7,48.4,0.31169,0.402529998,0,0.078125,0,0.033761161,0.027705581,376.2685211,ref,0.122794626,0.072532288
10461,0,0,104,84,5498,18,26,417,3322,2674,25,54,M,F,21.67940081,25.2999164,48.4,59.7,0.402529998,0.31169,0,0.078125,0,0.033761161,0.027705581,376.2685211,ref,0.072532288,0.122794626
8765,0,0,84,105,5499,26,22,467,2678,3354,54,24,F,M,25.2999164,24.60215404,59.7,49,0.31169,0.17186,0,0.015625,0,0.007672991,0.005626618,239.8416144,ref,0.122794626,0.040864276
10568,0,0,105,84,5499,22,26,467,3354,2678,24,54,M,F,24.60215404,25.2999164,49,59.7,0.17186,0.31169,0,0.015625,0,0.007672991,0.005626618,239.8416144,ref,0.040864276,0.122794626
8766,1,1,84,106,5500,26,32,507,2688,3386,54,33,F,M,25.2999164,22.93333333,59.7,50.5,0.31169,0.321590001,0,0.5,0,0.1203125,0.093807362,57.03507693,ref,0.122794626,0.117720826
10675,1,1,106,84,5500,32,26,507,3386,2688,33,54,M,F,22.93333333,25.2999164,50.5,59.7,0.321590001,0.31169,0,0.5,0,0.1203125,0.093807362,57.03507693,ref,0.117720826,0.122794626
8767,0,0,84,107,5501,26,6,171,2662,3418,54,20,F,M,25.2999164,22.15189873,59.7,54.5,0.31169,0.24648,0,0.015625,0,0.012276786,0.012538102,173.9540169,ref,0.122794626,0.020107818
10782,0,0,107,84,5501,6,26,171,3418,2662,20,54,M,F,22.15189873,25.2999164,54.5,59.7,0.24648,0.31169,0,0.015625,0,0.012276786,0.012538102,173.9540169,ref,0.020107818,0.122794626
8768,1,1,84,108,5502,26,2,57,2658,3450,54,24,F,F,25.2999164,21.9478738,59.7,53.9,0.31169,0.17122,0,0.5,0,0.225,0.144586211,3743.680809,ref,0.122794626,0.082615025
10889,1,1,108,84,5502,2,26,57,3450,2658,24,54,F,F,21.9478738,25.2999164,53.9,59.7,0.17122,0.31169,0,0.5,0,0.225,0.144586211,3743.680809,ref,0.082615025,0.122794626
510,0,NA,85,86,5503,27,28,509,2716,2747,28,65,M,M,24.40647114,21.36859137,43.4,54.4,0.372609999,0.739500001,0,0,0,0.0078125,0.014465939,111.9866063,ref,0.014817804,0.010493542
8779,NA,0,86,85,5503,28,27,509,2747,2716,65,28,M,M,21.36859137,24.40647114,54.4,43.4,0.739500001,0.372609999,0,0,0,0.0078125,0.014465939,111.9866063,ref,0.010493542,0.014817804
511,0,NA,85,87,5504,27,15,370,2703,2779,28,48,M,F,24.40647114,32.20024674,43.4,60.9,0.372609999,0.323029999,0,0,0,0.00140625,0.00603755,122.8861261,ref,0.014817804,0.021996079
8886,NA,0,87,85,5504,15,27,370,2779,2703,48,28,F,M,32.20024674,24.40647114,60.9,43.4,0.323029999,0.372609999,0,0,0,0.00140625,0.00603755,122.8861261,ref,0.021996079,0.014817804
512,0,NA,85,88,5505,27,18,418,2706,2811,28,52,M,F,24.40647114,22.57777778,43.4,45.3,0.372609999,0.402529998,0,0,0.0625,0.076785714,0.054175127,336.251394,ref,0.014817804,0.034132841
8993,NA,0,88,85,5505,18,27,418,2811,2706,52,28,F,M,22.57777778,24.40647114,45.3,43.4,0.402529998,0.372609999,0,0,0.0625,0.076785714,0.054175127,336.251394,ref,0.034132841,0.014817804
513,0,NA,85,89,5506,27,13,333,2701,2843,28,20,M,M,24.40647114,22.16573193,43.4,44.3,0.372609999,0.18418,0,0,0,0.00421875,0.009899119,131.8825235,ref,0.014817804,0.018334871
9100,NA,0,89,85,5506,13,27,333,2843,2701,20,28,M,M,22.16573193,24.40647114,44.3,43.4,0.18418,0.372609999,0,0,0,0.00421875,0.009899119,131.8825235,ref,0.018334871,0.014817804
514,0,NA,85,90,5507,27,12,313,2700,2875,28,29,M,F,24.40647114,25.5426795,43.4,48.3,0.372609999,0.566839998,0,0,0.0625,0.075,0.049253122,764.408922,ref,0.014817804,0.020698801
9207,NA,0,90,85,5507,12,27,313,2875,2700,29,28,F,M,25.5426795,24.40647114,48.3,43.4,0.566839998,0.372609999,0,0,0.0625,0.075,0.049253122,764.408922,ref,0.020698801,0.014817804
515,0,NA,85,91,5508,27,6,172,2694,2907,28,40,M,M,24.40647114,23.44558645,43.4,47.7,0.372609999,0.24648,0,0,0,0.005580357,0.006583319,157.9525245,ref,0.014817804,0.001845018
9314,NA,0,91,85,5508,6,27,172,2907,2694,40,28,M,M,23.44558645,24.40647114,47.7,43.4,0.24648,0.372609999,0,0,0,0.005580357,0.006583319,157.9525245,ref,0.001845018,0.014817804
516,0,NA,85,92,5509,27,29,510,2717,2939,28,26,M,M,24.40647114,22.0585864,43.4,50.9,0.372609999,0.1442,0,0.00390625,0.0390625,0.0125,0.008937106,251.0497959,ref,0.014817804,0.070968346
9421,NA,0,92,85,5509,29,27,510,2939,2717,26,28,M,M,22.0585864,24.40647114,50.9,43.4,0.1442,0.372609999,0,0.00390625,0.0390625,0.0125,0.008937106,251.0497959,ref,0.070968346,0.014817804
517,1,NA,85,93,5510,27,30,511,2718,2971,28,31,M,M,24.40647114,22.61451166,43.4,47.3,0.372609999,0.566279999,0,0.00390625,0.0390625,0.014269301,0.013857535,203.4035398,ref,0.014817804,0.07362056
9528,NA,0,93,85,5510,30,27,511,2971,2718,31,28,M,M,22.61451166,24.40647114,47.3,43.4,0.566279999,0.372609999,0,0.00390625,0.0390625,0.014269301,0.013857535,203.4035398,ref,0.07362056,0.014817804
518,NA,NA,85,94,5511,27,9,247,2697,3003,28,19,M,F,24.40647114,24.68153722,43.4,44.8,0.372609999,1.118810005,0,0.00390625,0.0390625,0.019471154,0.014670675,166.4331698,ref,0.014817804,0.075898005
9635,NA,NA,94,85,5511,9,27,247,3003,2697,19,28,F,M,24.68153722,24.40647114,44.8,43.4,1.118810005,0.372609999,0,0.00390625,0.0390625,0.019471154,0.014670675,166.4331698,ref,0.075898005,0.014817804
533,0,NA,85,95,5512,27,22,468,2710,3035,28,18,M,F,24.40647114,22.04278285,43.4,45.7,0.372609999,0.17186,0,0,0.0078125,0.003487723,0.003117434,254.1593988,ref,0.014817804,0.040864276
11240,NA,0,95,85,5512,22,27,468,3035,2710,18,28,F,M,22.04278285,24.40647114,45.7,43.4,0.17186,0.372609999,0,0,0.0078125,0.003487723,0.003117434,254.1593988,ref,0.040864276,0.014817804
519,0,NA,85,96,5513,27,32,513,2720,3067,28,33,M,F,24.40647114,22.6849514,43.4,50.5,0.372609999,0.321590001,0,0,0.0078125,0.018457031,0.015633998,215.6756824,ref,0.014817804,0.017758303
9742,NA,0,96,85,5513,32,27,513,3067,2720,33,28,F,M,22.6849514,24.40647114,50.5,43.4,0.321590001,0.372609999,0,0,0.0078125,0.018457031,0.015633998,215.6756824,ref,0.017758303,0.014817804
520,0,NA,85,97,5514,27,29,510,2717,3099,28,22,M,F,24.40647114,22.18072745,43.4,46.4,0.372609999,0.1442,0,0,0.0078125,0.0125,0.008937106,251.0497959,ref,0.014817804,0.043631804
9849,NA,0,97,85,5514,29,27,510,3099,2717,22,28,F,M,22.18072745,24.40647114,46.4,43.4,0.1442,0.372609999,0,0,0.0078125,0.0125,0.008937106,251.0497959,ref,0.043631804,0.014817804
521,0,NA,85,98,5515,27,3,88,2691,3131,28,45,M,F,24.40647114,26.75921734,43.4,54.9,0.372609999,0.18203,0,0.0078125,0.078125,0.019176136,0.015215402,193.8710912,ref,0.014817804,0.120488353
9956,NA,0,98,85,5515,3,27,88,3131,2691,45,28,F,M,26.75921734,24.40647114,54.9,43.4,0.18203,0.372609999,0,0.0078125,0.078125,0.019176136,0.015215402,193.8710912,ref,0.120488353,0.014817804
522,0,NA,85,99,5516,27,30,511,2718,3163,28,64,M,M,24.40647114,21.1079069,43.4,55.1,0.372609999,0.566279999,0,0,0.0078125,0.014269301,0.013857535,203.4035398,ref,0.014817804,0.018219557
10063,NA,0,99,85,5516,30,27,511,3163,2718,64,28,M,M,21.1079069,24.40647114,55.1,43.4,0.566279999,0.372609999,0,0,0.0078125,0.014269301,0.013857535,203.4035398,ref,0.018219557,0.014817804
218,NA,0,100,85,5517,1,27,27,3195,2689,24,28,M,M,26.92256151,24.40647114,52.1,43.4,0.19701,0.372609999,0,0.00390625,0.0390625,0.01821733,0.015964043,185.7336803,ref,0.059552295,0.014817804
431,0,NA,85,100,5517,27,1,27,2689,3195,28,24,M,M,24.40647114,26.92256151,43.4,52.1,0.372609999,0.19701,0,0.00390625,0.0390625,0.01821733,0.015964043,185.7336803,ref,0.014817804,0.059552295
534,0,NA,85,101,5518,27,22,468,2710,3227,28,25,M,M,24.40647114,19.82173467,43.4,52.1,0.372609999,0.17186,0,0,0,0.003487723,0.003117434,254.1593988,ref,0.014817804,0.002998155
11347,NA,0,101,85,5518,22,27,468,3227,2710,25,28,M,M,19.82173467,24.40647114,52.1,43.4,0.17186,0.372609999,0,0,0,0.003487723,0.003117434,254.1593988,ref,0.002998155,0.014817804
524,1,NA,85,102,5519,27,18,418,2706,3259,28,20,M,F,24.40647114,23.46388316,43.4,44.9,0.372609999,0.402529998,0,0.03125,0.125,0.076785714,0.054175127,336.251394,ref,0.014817804,0.073454797
10277,NA,1,102,85,5519,18,27,418,3259,2706,20,28,F,M,23.46388316,24.40647114,44.9,43.4,0.402529998,0.372609999,0,0.03125,0.125,0.076785714,0.054175127,336.251394,ref,0.073454797,0.014817804
479,0,NA,85,103,5520,27,31,512,2719,3291,28,33,M,M,24.40647114,23.48579692,43.4,45.6,0.372609999,1.652060002,0,0.0625,0.25,0.08125,0.059860113,156.9235483,ref,0.014817804,0.100322878
5462,NA,0,103,85,5520,31,27,512,3291,2719,33,28,M,M,23.48579692,24.40647114,45.6,43.4,1.652060002,0.372609999,0,0.0625,0.25,0.08125,0.059860113,156.9235483,ref,0.100322878,0.014817804
525,1,NA,85,104,5521,27,18,418,2706,3323,28,25,M,M,24.40647114,21.67940081,43.4,48.4,0.372609999,0.402529998,0,0.03125,0.125,0.076785714,0.054175127,336.251394,ref,0.014817804,0.072532288
10384,NA,1,104,85,5521,18,27,418,3323,2706,25,28,M,M,21.67940081,24.40647114,48.4,43.4,0.402529998,0.372609999,0,0.03125,0.125,0.076785714,0.054175127,336.251394,ref,0.072532288,0.014817804
526,0,NA,85,105,5522,27,22,468,2710,3355,28,24,M,M,24.40647114,24.60215404,43.4,49,0.372609999,0.17186,0,0,0.0078125,0.003487723,0.003117434,254.1593988,ref,0.014817804,0.040864276
10491,NA,0,105,85,5522,22,27,468,3355,2710,24,28,M,M,24.60215404,24.40647114,49,43.4,0.17186,0.372609999,0,0,0.0078125,0.003487723,0.003117434,254.1593988,ref,0.040864276,0.014817804
527,0,NA,85,106,5523,27,32,513,2720,3387,28,33,M,M,24.40647114,22.93333333,43.4,50.5,0.372609999,0.321590001,0,0.0078125,0.078125,0.018457031,0.015633998,215.6756824,ref,0.014817804,0.117720826
10598,NA,0,106,85,5523,32,27,513,3387,2720,33,28,M,M,22.93333333,24.40647114,50.5,43.4,0.321590001,0.372609999,0,0.0078125,0.078125,0.018457031,0.015633998,215.6756824,ref,0.117720826,0.014817804
528,0,NA,85,107,5524,27,6,172,2694,3419,28,20,M,M,24.40647114,22.15189873,43.4,54.5,0.372609999,0.24648,0,0,0.0078125,0.005580357,0.006583319,157.9525245,ref,0.014817804,0.020107818
10705,NA,0,107,85,5524,6,27,172,3419,2694,20,28,M,M,22.15189873,24.40647114,54.5,43.4,0.24648,0.372609999,0,0,0.0078125,0.005580357,0.006583319,157.9525245,ref,0.020107818,0.014817804
529,0,NA,85,108,5525,27,2,58,2690,3451,28,24,M,F,24.40647114,21.9478738,43.4,53.9,0.372609999,0.17122,0,0.00390625,0.0390625,0.010546875,0.009010398,3922.423868,ref,0.014817804,0.082615025
10812,NA,0,108,85,5525,2,27,58,3451,2690,24,28,F,M,21.9478738,24.40647114,53.9,43.4,0.17122,0.372609999,0,0.00390625,0.0390625,0.010546875,0.009010398,3922.423868,ref,0.082615025,0.014817804
8857,0,0,86,87,5526,28,15,371,2735,2780,65,48,M,F,21.36859137,32.20024674,54.4,60.9,0.739500001,0.323029999,0,0.0625,0,0.001041667,0.006987712,128.3900308,ref,0.010493542,0.021996079
8964,0,1,87,86,5526,15,28,371,2780,2735,48,65,F,M,32.20024674,21.36859137,60.9,54.4,0.323029999,0.739500001,0,0.0625,0,0.001041667,0.006987712,128.3900308,ref,0.021996079,0.010493542
8858,0,0,86,88,5527,28,18,419,2738,2812,65,52,M,F,21.36859137,22.57777778,54.4,45.3,0.739500001,0.402529998,1,0,0,0.012276786,0.022106709,369.9432389,ref,0.010493542,0.034132841
9071,0,0,88,86,5527,18,28,419,2812,2738,52,65,F,M,22.57777778,21.36859137,45.3,54.4,0.402529998,0.739500001,1,0,0,0.012276786,0.022106709,369.9432389,ref,0.034132841,0.010493542
8859,0,0,86,89,5528,28,13,334,2733,2844,65,20,M,M,21.36859137,22.16573193,54.4,44.3,0.739500001,0.18418,0,0,0,0.003125,0.011892569,222.8003591,ref,0.010493542,0.018334871
9178,0,0,89,86,5528,13,28,334,2844,2733,20,65,M,M,22.16573193,21.36859137,44.3,54.4,0.18418,0.739500001,0,0,0,0.003125,0.011892569,222.8003591,ref,0.018334871,0.010493542
8860,0,0,86,90,5529,28,12,314,2732,2876,65,29,M,F,21.36859137,25.5426795,54.4,48.3,0.739500001,0.566839998,0,0,0,0.015625,0.026001572,708.4010164,ref,0.010493542,0.020698801
9285,0,0,90,86,5529,12,28,314,2876,2732,29,65,F,M,25.5426795,21.36859137,48.3,54.4,0.566839998,0.739500001,0,0,0,0.015625,0.026001572,708.4010164,ref,0.020698801,0.010493542
8861,0,0,86,91,5530,28,6,173,2726,2908,65,40,M,M,21.36859137,23.44558645,54.4,47.7,0.739500001,0.24648,0,0,0,0.007440476,0.015324491,158.492902,ref,0.010493542,0.001845018
9392,0,0,91,86,5530,6,28,173,2908,2726,40,65,M,M,23.44558645,21.36859137,47.7,54.4,0.24648,0.739500001,0,0,0,0.007440476,0.015324491,158.492902,ref,0.001845018,0.010493542
8862,0,0,86,92,5531,28,29,515,2749,2940,65,26,M,M,21.36859137,22.0585864,54.4,50.9,0.739500001,0.1442,0,0,0.046875,0.010416667,0.016077992,291.5630292,ref,0.010493542,0.070968346
9499,0,0,92,86,5531,29,28,515,2940,2749,26,65,M,M,22.0585864,21.36859137,50.9,54.4,0.1442,0.739500001,0,0,0.046875,0.010416667,0.016077992,291.5630292,ref,0.070968346,0.010493542
8863,0,0,86,93,5532,28,30,516,2750,2972,65,31,M,M,21.36859137,22.61451166,54.4,47.3,0.739500001,0.566279999,0,0,0.046875,0.010569853,0.02005994,153.1012737,ref,0.010493542,0.07362056
9606,0,0,93,86,5532,30,28,516,2972,2750,31,65,M,M,22.61451166,21.36859137,47.3,54.4,0.566279999,0.739500001,0,0,0.046875,0.010569853,0.02005994,153.1012737,ref,0.07362056,0.010493542
8864,NA,0,86,94,5533,28,9,248,2729,3004,65,19,M,F,21.36859137,24.68153722,54.4,44.8,0.739500001,1.118810005,0,0,0.046875,0.014423077,0.02381403,91.41662868,ref,0.010493542,0.075898005
9713,0,NA,94,86,5533,9,28,248,3004,2729,19,65,F,M,24.68153722,21.36859137,44.8,54.4,1.118810005,0.739500001,0,0,0.046875,0.014423077,0.02381403,91.41662868,ref,0.075898005,0.010493542
8879,1,0,86,95,5534,28,22,469,2742,3036,65,18,M,F,21.36859137,22.04278285,54.4,45.7,0.739500001,0.17186,0,0,0.015625,0.004650298,0.007918399,252.031744,ref,0.010493542,0.040864276
11318,0,0,95,86,5534,22,28,469,3036,2742,18,65,F,M,22.04278285,21.36859137,45.7,54.4,0.17186,0.739500001,0,0,0.015625,0.004650298,0.007918399,252.031744,ref,0.040864276,0.010493542
8865,0,0,86,96,5535,28,32,518,2752,3068,65,33,M,F,21.36859137,22.6849514,54.4,50.5,0.739500001,0.321590001,0,0,0,0.013671875,0.024016291,130.8319533,ref,0.010493542,0.017758303
9820,0,0,96,86,5535,32,28,518,3068,2752,33,65,F,M,22.6849514,21.36859137,50.5,54.4,0.321590001,0.739500001,0,0,0,0.013671875,0.024016291,130.8319533,ref,0.017758303,0.010493542
8866,0,0,86,97,5536,28,29,515,2749,3100,65,22,M,F,21.36859137,22.18072745,54.4,46.4,0.739500001,0.1442,0,0,0.015625,0.010416667,0.016077992,291.5630292,ref,0.010493542,0.043631804
9927,0,0,97,86,5536,29,28,515,3100,2749,22,65,F,M,22.18072745,21.36859137,46.4,54.4,0.1442,0.739500001,0,0,0.015625,0.010416667,0.016077992,291.5630292,ref,0.043631804,0.010493542
8867,0,0,86,98,5537,28,3,89,2723,3132,65,45,M,F,21.36859137,26.75921734,54.4,54.9,0.739500001,0.18203,0,0,0.09375,0.017992424,0.030725881,130.1422299,ref,0.010493542,0.120488353
10034,0,0,98,86,5537,3,28,89,3132,2723,45,65,F,M,26.75921734,21.36859137,54.9,54.4,0.18203,0.739500001,0,0,0.09375,0.017992424,0.030725881,130.1422299,ref,0.120488353,0.010493542
8868,0,0,86,99,5538,28,30,516,2750,3164,65,64,M,M,21.36859137,21.1079069,54.4,55.1,0.739500001,0.566279999,0,0,0,0.010569853,0.02005994,153.1012737,ref,0.010493542,0.018219557
10141,0,0,99,86,5538,30,28,516,3164,2750,64,65,M,M,21.1079069,21.36859137,55.1,54.4,0.566279999,0.739500001,0,0,0,0.010569853,0.02005994,153.1012737,ref,0.018219557,0.010493542
296,0,0,100,86,5539,1,28,28,3196,2721,24,65,M,M,26.92256151,21.36859137,52.1,54.4,0.19701,0.739500001,0,0,0.046875,0.013494318,0.024180344,180.5436235,ref,0.059552295,0.010493542
8777,0,0,86,100,5539,28,1,28,2721,3196,65,24,M,M,21.36859137,26.92256151,54.4,52.1,0.739500001,0.19701,0,0,0.046875,0.013494318,0.024180344,180.5436235,ref,0.010493542,0.059552295
8880,0,0,86,101,5540,28,22,469,2742,3228,65,25,M,M,21.36859137,19.82173467,54.4,52.1,0.739500001,0.17186,0,0,0,0.004650298,0.007918399,252.031744,ref,0.010493542,0.002998155
11425,0,0,101,86,5540,22,28,469,3228,2742,25,65,M,M,19.82173467,21.36859137,52.1,54.4,0.17186,0.739500001,0,0,0,0.004650298,0.007918399,252.031744,ref,0.002998155,0.010493542
8870,0,0,86,102,5541,28,18,419,2738,3260,65,20,M,F,21.36859137,23.46388316,54.4,44.9,0.739500001,0.402529998,0,0,0.046875,0.012276786,0.022106709,369.9432389,ref,0.010493542,0.073454797
10355,0,0,102,86,5541,18,28,419,3260,2738,20,65,F,M,23.46388316,21.36859137,44.9,54.4,0.402529998,0.739500001,0,0,0.046875,0.012276786,0.022106709,369.9432389,ref,0.073454797,0.010493542
5539,0,0,103,86,5542,31,28,517,3292,2751,33,65,M,M,23.48579692,21.36859137,45.6,54.4,1.652060002,0.739500001,0,0,0.09375,0.021484375,0.043665607,59.66573556,ref,0.100322878,0.010493542
8826,0,0,86,103,5542,28,31,517,2751,3292,65,33,M,M,21.36859137,23.48579692,54.4,45.6,0.739500001,1.652060002,0,0,0.09375,0.021484375,0.043665607,59.66573556,ref,0.010493542,0.100322878
